time,temperature_2m_mean (°C),relative_humidity_2m_mean (%),precipitation_sum (mm),weather_event_classification,severity,city
2011-03-01,20.6,93,8.3,Heavy Rain,Heavy,Badulla
2011-03-02,20.9,92,2.2,Light Rain,Light,Badulla
2011-03-03,21.1,92,4.5,Moderate Rain,Moderate,Badulla
2011-03-04,21.8,88,8.8,Heavy Rain,Heavy,Badulla
2011-03-05,22.2,87,4.0,Moderate Rain,Moderate,Badulla
2011-03-06,22.6,82,0.0,Dry,Mild,Badulla
2011-03-07,22.5,79,0.4,Light Rain,Light,Badulla
2011-03-08,22.4,72,0.0,Dry,Mild,Badulla
2011-03-09,22.3,66,0.0,Dry,Mild,Badulla
2011-03-10,21.9,63,0.0,Dry,Mild,Badulla
2011-03-11,21.9,68,0.1,Light Rain,Light,Badulla
2011-03-12,22.3,82,1.0,Light Rain,Light,Badulla
2011-03-13,22.3,87,20.4,Very Heavy Rain,Extreme,Badulla
2011-03-14,22.4,85,3.1,Moderate Rain,Moderate,Badulla
2011-03-15,22.6,84,3.5,Moderate Rain,Moderate,Badulla
2011-03-16,22.6,86,7.1,Moderate Rain,Moderate,Badulla
2011-03-17,22.3,82,0.5,Light Rain,Light,Badulla
2011-03-18,22.3,78,0.0,Dry,Mild,Badulla
2011-03-19,23.0,84,2.3,Light Rain,Light,Badulla
2011-03-20,23.6,82,9.1,Heavy Rain,Heavy,Badulla
2011-03-21,23.4,86,22.7,Very Heavy Rain,Extreme,Badulla
2011-03-22,23.6,80,4.3,Moderate Rain,Moderate,Badulla
2011-03-23,23.6,77,2.9,Moderate Rain,Moderate,Badulla
2011-03-24,23.2,82,11.2,Heavy Rain,Heavy,Badulla
2011-03-25,23.7,79,1.2,Light Rain,Light,Badulla
2011-03-26,23.4,79,9.1,Heavy Rain,Heavy,Badulla
2011-03-27,23.5,82,9.4,Heavy Rain,Heavy,Badulla
2011-03-28,23.6,80,3.0,Moderate Rain,Moderate,Badulla
2011-03-29,23.5,78,16.7,Very Heavy Rain,Extreme,Badulla
2011-03-30,23.7,73,1.9,Light Rain,Light,Badulla
2011-03-31,24.2,64,0.0,Dry,Mild,Badulla
2011-04-01,23.9,61,0.0,Dry,Mild,Badulla
2011-04-02,23.9,62,0.6,Light Rain,Light,Badulla
2011-04-03,24.0,67,0.9,Light Rain,Light,Badulla
2011-04-04,24.2,64,1.4,Light Rain,Light,Badulla
2011-04-05,24.1,62,0.3,Light Rain,Light,Badulla
2011-04-06,24.2,64,0.0,Dry,Mild,Badulla
2011-04-07,23.2,77,13.3,Heavy Rain,Heavy,Badulla
2011-04-08,23.7,78,4.4,Moderate Rain,Moderate,Badulla
2011-04-09,24.1,77,1.9,Light Rain,Light,Badulla
2011-04-10,24.0,77,2.5,Moderate Rain,Moderate,Badulla
2011-04-11,23.2,83,12.3,Heavy Rain,Heavy,Badulla
2011-04-12,23.0,85,9.2,Heavy Rain,Heavy,Badulla
2011-04-13,22.6,85,13.0,Heavy Rain,Heavy,Badulla
2011-04-14,23.0,83,10.0,Heavy Rain,Heavy,Badulla
2011-04-15,23.2,80,5.4,Moderate Rain,Moderate,Badulla
2011-04-16,23.1,81,11.8,Heavy Rain,Heavy,Badulla
2011-04-17,23.2,83,7.9,Heavy Rain,Heavy,Badulla
2011-04-18,23.4,83,8.5,Heavy Rain,Heavy,Badulla
2011-04-19,23.2,85,15.6,Very Heavy Rain,Extreme,Badulla
2011-04-20,23.2,87,20.0,Very Heavy Rain,Extreme,Badulla
2011-04-21,23.1,88,2.6,Moderate Rain,Moderate,Badulla
2011-04-22,22.8,90,15.1,Very Heavy Rain,Extreme,Badulla
2011-04-23,22.5,91,6.0,Moderate Rain,Moderate,Badulla
2011-04-24,22.9,89,13.0,Heavy Rain,Heavy,Badulla
2011-04-25,23.2,89,7.1,Moderate Rain,Moderate,Badulla
2011-04-26,23.0,89,6.8,Moderate Rain,Moderate,Badulla
2011-04-27,23.3,88,13.5,Heavy Rain,Heavy,Badulla
2011-04-28,23.5,86,2.8,Moderate Rain,Moderate,Badulla
2011-04-29,24.6,80,0.4,Light Rain,Light,Badulla
2011-04-30,24.7,79,1.5,Light Rain,Light,Badulla
2011-05-01,24.4,82,1.3,Light Rain,Light,Badulla
2011-05-02,24.3,82,0.9,Light Rain,Light,Badulla
2011-05-03,24.8,77,0.2,Light Rain,Light,Badulla
2011-05-04,25.0,78,0.2,Light Rain,Light,Badulla
2011-05-05,25.2,79,1.1,Light Rain,Light,Badulla
2011-05-06,25.8,77,0.0,Dry,Mild,Badulla
2011-05-07,25.2,76,0.0,Dry,Mild,Badulla
2011-05-08,25.2,73,0.0,Dry,Mild,Badulla
2011-05-09,24.9,74,0.3,Light Rain,Light,Badulla
2011-05-10,24.7,75,0.4,Light Rain,Light,Badulla
2011-05-11,24.5,77,1.2,Light Rain,Light,Badulla
2011-05-12,24.1,83,10.3,Heavy Rain,Heavy,Badulla
2011-05-13,23.9,85,8.4,Heavy Rain,Heavy,Badulla
2011-05-14,24.3,79,2.1,Light Rain,Light,Badulla
2011-05-15,24.6,77,0.6,Light Rain,Light,Badulla
2011-05-16,24.8,76,0.1,Light Rain,Light,Badulla
2011-05-17,24.6,78,0.6,Light Rain,Light,Badulla
2011-05-18,23.7,80,1.1,Light Rain,Light,Badulla
2011-05-19,24.2,78,1.0,Light Rain,Light,Badulla
2011-05-20,24.4,78,1.0,Light Rain,Light,Badulla
2011-05-21,24.8,80,0.4,Light Rain,Light,Badulla
2011-05-22,24.2,82,4.4,Moderate Rain,Moderate,Badulla
2011-05-23,24.1,82,7.0,Moderate Rain,Moderate,Badulla
2011-05-24,24.7,79,0.8,Light Rain,Light,Badulla
2011-05-25,24.5,81,15.4,Very Heavy Rain,Extreme,Badulla
2011-05-26,24.5,82,10.1,Heavy Rain,Heavy,Badulla
2011-05-27,25.1,77,0.2,Light Rain,Light,Badulla
2011-05-28,25.2,74,0.0,Dry,Mild,Badulla
2011-05-29,25.4,73,0.0,Dry,Mild,Badulla
2011-05-30,25.5,73,0.0,Dry,Mild,Badulla
2011-05-31,25.7,73,1.7,Light Rain,Light,Badulla
2011-06-01,25.7,72,0.0,Dry,Mild,Badulla
2011-06-02,24.9,70,0.3,Light Rain,Light,Badulla
2011-06-03,25.4,70,0.0,Dry,Mild,Badulla
2011-06-04,25.7,71,0.4,Light Rain,Light,Badulla
2011-06-05,26.2,70,0.2,Light Rain,Light,Badulla
2011-06-06,25.7,73,0.3,Light Rain,Light,Badulla
2011-06-07,25.7,74,0.2,Light Rain,Light,Badulla
2011-06-08,25.9,69,0.0,Dry,Mild,Badulla
2011-06-09,25.7,70,0.3,Light Rain,Light,Badulla
2011-06-10,25.8,68,0.0,Dry,Mild,Badulla
2011-06-11,26.0,65,0.4,Light Rain,Light,Badulla
2011-06-12,26.0,66,1.0,Light Rain,Light,Badulla
2011-06-13,26.3,65,0.0,Dry,Mild,Badulla
2011-06-14,25.9,65,0.4,Light Rain,Light,Badulla
2011-06-15,26.1,62,0.0,Dry,Mild,Badulla
2011-06-16,26.5,61,0.0,Dry,Mild,Badulla
2011-06-17,26.3,61,0.0,Dry,Mild,Badulla
2011-06-18,26.3,61,0.0,Dry,Mild,Badulla
2011-06-19,26.2,58,0.0,Dry,Mild,Badulla
2011-06-20,26.0,58,0.0,Dry,Mild,Badulla
2011-06-21,26.4,58,0.0,Dry,Mild,Badulla
2011-06-22,25.9,56,0.0,Dry,Mild,Badulla
2011-06-23,25.5,58,0.0,Dry,Mild,Badulla
2011-06-24,26.1,61,0.2,Light Rain,Light,Badulla
2011-06-25,26.4,60,0.0,Dry,Mild,Badulla
2011-06-26,26.4,60,0.0,Dry,Mild,Badulla
2011-06-27,26.5,59,0.2,Light Rain,Light,Badulla
2011-06-28,26.5,57,0.1,Light Rain,Light,Badulla
2011-06-29,26.7,57,1.2,Light Rain,Light,Badulla
2011-06-30,26.8,54,0.0,Dry,Mild,Badulla
2011-07-01,26.7,56,0.0,Dry,Mild,Badulla
2011-07-02,26.6,58,0.2,Light Rain,Light,Badulla
2011-07-03,26.6,56,0.0,Dry,Mild,Badulla
2011-07-04,26.4,58,0.2,Light Rain,Light,Badulla
2011-07-05,26.2,61,0.2,Light Rain,Light,Badulla
2011-07-06,26.2,63,0.1,Light Rain,Light,Badulla
2011-07-07,26.5,62,0.5,Light Rain,Light,Badulla
2011-07-08,25.9,65,5.1,Moderate Rain,Moderate,Badulla
2011-07-09,25.4,70,1.9,Light Rain,Light,Badulla
2011-07-10,25.6,67,0.3,Light Rain,Light,Badulla
2011-07-11,25.7,63,0.0,Dry,Mild,Badulla
2011-07-12,25.8,64,0.1,Light Rain,Light,Badulla
2011-07-13,25.9,62,0.0,Dry,Mild,Badulla
2011-07-14,26.2,59,0.0,Dry,Mild,Badulla
2011-07-15,26.3,58,0.0,Dry,Mild,Badulla
2011-07-16,26.2,60,0.2,Light Rain,Light,Badulla
2011-07-17,26.0,62,1.9,Light Rain,Light,Badulla
2011-07-18,26.3,61,2.3,Light Rain,Light,Badulla
2011-07-19,26.8,58,0.0,Dry,Mild,Badulla
2011-07-20,26.3,61,0.5,Light Rain,Light,Badulla
2011-07-21,26.2,60,0.1,Light Rain,Light,Badulla
2011-07-22,26.2,60,0.0,Dry,Mild,Badulla
2011-07-23,26.2,61,0.0,Dry,Mild,Badulla
2011-07-24,26.0,62,0.5,Light Rain,Light,Badulla
2011-07-25,25.9,63,0.3,Light Rain,Light,Badulla
2011-07-26,26.0,62,0.8,Light Rain,Light,Badulla
2011-07-27,26.3,60,0.1,Light Rain,Light,Badulla
2011-07-28,25.9,62,0.5,Light Rain,Light,Badulla
2011-07-29,26.0,61,0.5,Light Rain,Light,Badulla
2011-07-30,26.1,59,0.1,Light Rain,Light,Badulla
2011-07-31,26.5,55,0.0,Dry,Mild,Badulla
2011-08-01,26.3,56,0.0,Dry,Mild,Badulla
2011-08-02,26.3,55,0.0,Dry,Mild,Badulla
2011-08-03,26.3,60,0.8,Light Rain,Light,Badulla
2011-08-04,26.7,58,0.1,Light Rain,Light,Badulla
2011-08-05,25.9,65,0.3,Light Rain,Light,Badulla
2011-08-06,25.7,63,0.7,Light Rain,Light,Badulla
2011-08-07,26.4,61,1.0,Light Rain,Light,Badulla
2011-08-08,26.2,62,0.0,Dry,Mild,Badulla
2011-08-09,25.9,66,0.0,Dry,Mild,Badulla
2011-08-10,25.5,71,0.4,Light Rain,Light,Badulla
2011-08-11,25.5,69,0.5,Light Rain,Light,Badulla
2011-08-12,25.9,65,0.4,Light Rain,Light,Badulla
2011-08-13,25.0,70,4.5,Moderate Rain,Moderate,Badulla
2011-08-14,25.1,68,0.6,Light Rain,Light,Badulla
2011-08-15,24.4,72,4.4,Moderate Rain,Moderate,Badulla
2011-08-16,23.5,84,11.5,Heavy Rain,Heavy,Badulla
2011-08-17,23.5,84,10.1,Heavy Rain,Heavy,Badulla
2011-08-18,24.4,76,0.0,Dry,Mild,Badulla
2011-08-19,24.3,71,0.3,Light Rain,Light,Badulla
2011-08-20,24.7,70,0.1,Light Rain,Light,Badulla
2011-08-21,24.9,72,2.0,Light Rain,Light,Badulla
2011-08-22,24.7,73,2.6,Moderate Rain,Moderate,Badulla
2011-08-23,24.8,74,4.0,Moderate Rain,Moderate,Badulla
2011-08-24,24.5,72,4.6,Moderate Rain,Moderate,Badulla
2011-08-25,24.3,75,4.6,Moderate Rain,Moderate,Badulla
2011-08-26,24.7,73,2.6,Moderate Rain,Moderate,Badulla
2011-08-27,24.8,66,0.0,Dry,Mild,Badulla
2011-08-28,24.5,67,0.0,Dry,Mild,Badulla
2011-08-29,25.3,64,0.1,Light Rain,Light,Badulla
2011-08-30,25.2,67,2.2,Light Rain,Light,Badulla
2011-08-31,25.3,68,1.4,Light Rain,Light,Badulla
2011-09-01,25.5,65,0.1,Light Rain,Light,Badulla
2011-09-02,25.3,71,4.7,Moderate Rain,Moderate,Badulla
2011-09-03,25.5,66,0.0,Dry,Mild,Badulla
2011-09-04,25.4,65,2.4,Light Rain,Light,Badulla
2011-09-05,25.3,68,1.0,Light Rain,Light,Badulla
2011-09-06,25.5,69,2.2,Light Rain,Light,Badulla
2011-09-07,25.8,66,0.5,Light Rain,Light,Badulla
2011-09-08,25.4,67,4.4,Moderate Rain,Moderate,Badulla
2011-09-09,25.1,70,5.4,Moderate Rain,Moderate,Badulla
2011-09-10,24.8,72,5.0,Moderate Rain,Moderate,Badulla
2011-09-11,25.1,69,3.3,Moderate Rain,Moderate,Badulla
2011-09-12,24.8,72,7.7,Heavy Rain,Heavy,Badulla
2011-09-13,24.8,71,3.5,Moderate Rain,Moderate,Badulla
2011-09-14,24.3,77,8.1,Heavy Rain,Heavy,Badulla
2011-09-15,25.0,71,0.2,Light Rain,Light,Badulla
2011-09-16,25.1,68,0.2,Light Rain,Light,Badulla
2011-09-17,24.8,70,0.1,Light Rain,Light,Badulla
2011-09-18,25.2,65,0.0,Dry,Mild,Badulla
2011-09-19,25.2,63,0.0,Dry,Mild,Badulla
2011-09-20,25.3,58,0.0,Dry,Mild,Badulla
2011-09-21,25.0,64,0.1,Light Rain,Light,Badulla
2011-09-22,25.8,65,0.5,Light Rain,Light,Badulla
2011-09-23,26.0,62,0.3,Light Rain,Light,Badulla
2011-09-24,25.8,58,0.4,Light Rain,Light,Badulla
2011-09-25,26.0,57,0.7,Light Rain,Light,Badulla
2011-09-26,26.3,59,0.4,Light Rain,Light,Badulla
2011-09-27,26.8,57,0.8,Light Rain,Light,Badulla
2011-09-28,26.7,57,0.5,Light Rain,Light,Badulla
2011-09-29,26.5,56,0.6,Light Rain,Light,Badulla
2011-09-30,26.5,59,1.0,Light Rain,Light,Badulla
2011-10-01,25.9,65,0.4,Light Rain,Light,Badulla
2011-10-02,26.4,60,0.2,Light Rain,Light,Badulla
2011-10-03,25.9,61,5.2,Moderate Rain,Moderate,Badulla
2011-10-04,25.3,68,6.5,Moderate Rain,Moderate,Badulla
2011-10-05,25.3,69,1.2,Light Rain,Light,Badulla
2011-10-06,25.9,66,1.4,Light Rain,Light,Badulla
2011-10-07,26.2,61,0.1,Light Rain,Light,Badulla
2011-10-08,26.0,64,1.6,Light Rain,Light,Badulla
2011-10-09,25.7,64,2.1,Light Rain,Light,Badulla
2011-10-10,25.1,68,2.2,Light Rain,Light,Badulla
2011-10-11,24.4,72,15.8,Very Heavy Rain,Extreme,Badulla
2011-10-12,24.1,75,7.0,Moderate Rain,Moderate,Badulla
2011-10-13,23.8,79,14.1,Heavy Rain,Heavy,Badulla
2011-10-14,23.4,86,5.9,Moderate Rain,Moderate,Badulla
2011-10-15,23.3,87,7.7,Heavy Rain,Heavy,Badulla
2011-10-16,23.5,83,0.0,Dry,Mild,Badulla
2011-10-17,22.7,88,6.6,Moderate Rain,Moderate,Badulla
2011-10-18,23.2,86,4.7,Moderate Rain,Moderate,Badulla
2011-10-19,22.9,87,34.6,Very Heavy Rain,Extreme,Badulla
2011-10-20,23.0,87,25.5,Very Heavy Rain,Extreme,Badulla
2011-10-21,22.6,87,4.0,Moderate Rain,Moderate,Badulla
2011-10-22,22.5,90,9.4,Heavy Rain,Heavy,Badulla
2011-10-23,22.3,89,9.3,Heavy Rain,Heavy,Badulla
2011-10-24,22.2,89,3.0,Moderate Rain,Moderate,Badulla
2011-10-25,22.2,90,16.6,Very Heavy Rain,Extreme,Badulla
2011-10-26,21.9,92,15.9,Very Heavy Rain,Extreme,Badulla
2011-10-27,22.4,87,3.1,Moderate Rain,Moderate,Badulla
2011-10-28,21.9,90,3.6,Moderate Rain,Moderate,Badulla
2011-10-29,21.6,94,31.0,Very Heavy Rain,Extreme,Badulla
2011-10-30,21.7,95,11.2,Heavy Rain,Heavy,Badulla
2011-10-31,22.0,91,6.2,Moderate Rain,Moderate,Badulla
2011-11-01,22.2,91,5.5,Moderate Rain,Moderate,Badulla
2011-11-02,22.1,89,3.3,Moderate Rain,Moderate,Badulla
2011-11-03,22.0,90,5.0,Moderate Rain,Moderate,Badulla
2011-11-04,22.7,87,3.0,Moderate Rain,Moderate,Badulla
2011-11-05,22.6,88,9.6,Heavy Rain,Heavy,Badulla
2011-11-06,22.3,90,9.6,Heavy Rain,Heavy,Badulla
2011-11-07,22.4,89,18.1,Very Heavy Rain,Extreme,Badulla
2011-11-08,22.0,88,8.0,Heavy Rain,Heavy,Badulla
2011-11-09,22.0,84,3.8,Moderate Rain,Moderate,Badulla
2011-11-10,21.9,78,3.2,Moderate Rain,Moderate,Badulla
2011-11-11,22.4,77,1.6,Light Rain,Light,Badulla
2011-11-12,22.6,78,3.9,Moderate Rain,Moderate,Badulla
2011-11-13,22.5,84,1.1,Light Rain,Light,Badulla
2011-11-14,22.0,83,0.4,Light Rain,Light,Badulla
2011-11-15,21.8,83,0.4,Light Rain,Light,Badulla
2011-11-16,22.3,85,2.4,Light Rain,Light,Badulla
2011-11-17,22.3,89,8.0,Heavy Rain,Heavy,Badulla
2011-11-18,22.1,88,3.7,Moderate Rain,Moderate,Badulla
2011-11-19,22.2,88,1.5,Light Rain,Light,Badulla
2011-11-20,21.9,91,2.6,Moderate Rain,Moderate,Badulla
2011-11-21,21.6,91,4.4,Moderate Rain,Moderate,Badulla
2011-11-22,21.3,93,2.6,Moderate Rain,Moderate,Badulla
2011-11-23,21.3,94,9.7,Heavy Rain,Heavy,Badulla
2011-11-24,21.4,96,14.7,Heavy Rain,Heavy,Badulla
2011-11-25,21.1,96,39.9,Very Heavy Rain,Extreme,Badulla
2011-11-26,21.3,91,15.9,Very Heavy Rain,Extreme,Badulla
2011-11-27,22.0,90,18.4,Very Heavy Rain,Extreme,Badulla
2011-11-28,23.1,83,4.4,Moderate Rain,Moderate,Badulla
2011-11-29,22.7,86,12.2,Heavy Rain,Heavy,Badulla
2011-11-30,21.7,92,6.3,Moderate Rain,Moderate,Badulla
2011-12-01,21.5,87,0.9,Light Rain,Light,Badulla
2011-12-02,22.2,86,2.7,Moderate Rain,Moderate,Badulla
2011-12-03,22.8,83,8.1,Heavy Rain,Heavy,Badulla
2011-12-04,22.9,82,10.4,Heavy Rain,Heavy,Badulla
2011-12-05,22.5,82,0.5,Light Rain,Light,Badulla
2011-12-06,22.2,85,0.7,Light Rain,Light,Badulla
2011-12-07,21.6,84,1.0,Light Rain,Light,Badulla
2011-12-08,21.2,86,6.0,Moderate Rain,Moderate,Badulla
2011-12-09,21.9,88,8.4,Heavy Rain,Heavy,Badulla
2011-12-10,22.3,86,1.7,Light Rain,Light,Badulla
2011-12-11,22.2,89,10.6,Heavy Rain,Heavy,Badulla
2011-12-12,21.8,91,4.6,Moderate Rain,Moderate,Badulla
2011-12-13,21.1,94,11.5,Heavy Rain,Heavy,Badulla
2011-12-14,20.8,92,20.6,Very Heavy Rain,Extreme,Badulla
2011-12-15,20.4,90,7.4,Moderate Rain,Moderate,Badulla
2011-12-16,20.6,91,4.1,Moderate Rain,Moderate,Badulla
2011-12-17,20.8,88,2.2,Light Rain,Light,Badulla
2011-12-18,21.0,96,85.0,Very Heavy Rain,Extreme,Badulla
2011-12-19,20.9,96,23.5,Very Heavy Rain,Extreme,Badulla
2011-12-20,20.7,96,95.8,Very Heavy Rain,Extreme,Badulla
2011-12-21,20.5,95,4.3,Moderate Rain,Moderate,Badulla
2011-12-22,20.6,90,1.5,Light Rain,Light,Badulla
2011-12-23,20.3,95,47.0,Very Heavy Rain,Extreme,Badulla
2011-12-24,21.0,91,4.1,Moderate Rain,Moderate,Badulla
2011-12-25,21.9,84,2.3,Light Rain,Light,Badulla
2011-12-26,21.6,82,2.4,Light Rain,Light,Badulla
2011-12-27,21.5,79,1.4,Light Rain,Light,Badulla
2011-12-28,20.4,70,0.3,Light Rain,Light,Badulla
2011-12-29,21.3,68,0.0,Dry,Mild,Badulla
2011-12-30,22.4,82,2.8,Moderate Rain,Moderate,Badulla
2011-12-31,22.4,81,0.7,Light Rain,Light,Badulla
2012-01-01,21.2,75,0.0,Dry,Mild,Badulla
2012-01-02,21.7,73,0.0,Dry,Mild,Badulla
2012-01-03,22.0,80,0.0,Dry,Mild,Badulla
2012-01-04,22.0,87,3.4,Moderate Rain,Moderate,Badulla
2012-01-05,21.6,91,5.8,Moderate Rain,Moderate,Badulla
2012-01-06,21.1,91,10.7,Heavy Rain,Heavy,Badulla
2012-01-07,21.3,90,3.7,Moderate Rain,Moderate,Badulla
2012-01-08,21.6,91,4.3,Moderate Rain,Moderate,Badulla
2012-01-09,22.0,87,2.7,Moderate Rain,Moderate,Badulla
2012-01-10,22.3,79,0.0,Dry,Mild,Badulla
2012-01-11,21.8,82,0.0,Dry,Mild,Badulla
2012-01-12,21.6,81,0.0,Dry,Mild,Badulla
2012-01-13,21.3,80,0.0,Dry,Mild,Badulla
2012-01-14,20.3,83,0.0,Dry,Mild,Badulla
2012-01-15,19.7,76,0.0,Dry,Mild,Badulla
2012-01-16,20.1,75,0.0,Dry,Mild,Badulla
2012-01-17,20.1,80,0.0,Dry,Mild,Badulla
2012-01-18,21.1,80,0.5,Light Rain,Light,Badulla
2012-01-19,21.5,83,2.5,Moderate Rain,Moderate,Badulla
2012-01-20,21.2,86,5.0,Moderate Rain,Moderate,Badulla
2012-01-21,21.2,83,3.2,Moderate Rain,Moderate,Badulla
2012-01-22,20.9,83,1.2,Light Rain,Light,Badulla
2012-01-23,20.6,85,0.0,Dry,Mild,Badulla
2012-01-24,20.3,78,0.0,Dry,Mild,Badulla
2012-01-25,20.5,80,0.7,Light Rain,Light,Badulla
2012-01-26,20.9,80,0.1,Light Rain,Light,Badulla
2012-01-27,21.3,81,1.1,Light Rain,Light,Badulla
2012-01-28,21.2,83,0.5,Light Rain,Light,Badulla
2012-01-29,21.1,82,0.5,Light Rain,Light,Badulla
2012-01-30,20.9,81,0.0,Dry,Mild,Badulla
2012-01-31,20.6,80,0.0,Dry,Mild,Badulla
2012-02-01,20.7,81,0.0,Dry,Mild,Badulla
2012-02-02,20.8,87,0.0,Dry,Mild,Badulla
2012-02-03,21.2,91,0.6,Light Rain,Light,Badulla
2012-02-04,21.7,90,1.6,Light Rain,Light,Badulla
2012-02-05,21.2,91,1.3,Light Rain,Light,Badulla
2012-02-06,21.8,88,0.8,Light Rain,Light,Badulla
2012-02-07,21.4,90,6.6,Moderate Rain,Moderate,Badulla
2012-02-08,21.9,93,5.8,Moderate Rain,Moderate,Badulla
2012-02-09,22.4,89,2.2,Light Rain,Light,Badulla
2012-02-10,22.3,87,2.4,Light Rain,Light,Badulla
2012-02-11,22.0,81,0.0,Dry,Mild,Badulla
2012-02-12,21.3,82,0.0,Dry,Mild,Badulla
2012-02-13,22.0,82,0.5,Light Rain,Light,Badulla
2012-02-14,21.2,90,3.8,Moderate Rain,Moderate,Badulla
2012-02-15,21.3,92,8.4,Heavy Rain,Heavy,Badulla
2012-02-16,21.9,91,13.5,Heavy Rain,Heavy,Badulla
2012-02-17,22.4,86,0.3,Light Rain,Light,Badulla
2012-02-18,21.9,82,0.0,Dry,Mild,Badulla
2012-02-19,21.4,75,0.0,Dry,Mild,Badulla
2012-02-20,22.1,74,0.0,Dry,Mild,Badulla
2012-02-21,21.4,70,0.0,Dry,Mild,Badulla
2012-02-22,21.2,70,0.0,Dry,Mild,Badulla
2012-02-23,20.8,76,0.0,Dry,Mild,Badulla
2012-02-24,21.8,72,0.1,Light Rain,Light,Badulla
2012-02-25,22.0,70,0.0,Dry,Mild,Badulla
2012-02-26,22.4,80,1.3,Light Rain,Light,Badulla
2012-02-27,22.3,86,9.3,Heavy Rain,Heavy,Badulla
2012-02-28,22.1,90,11.4,Heavy Rain,Heavy,Badulla
2012-02-29,22.4,87,0.0,Dry,Mild,Badulla
2012-03-01,23.4,83,0.7,Light Rain,Light,Badulla
2012-03-02,23.4,79,0.0,Dry,Mild,Badulla
2012-03-03,23.6,74,0.0,Dry,Mild,Badulla
2012-03-04,23.4,71,0.0,Dry,Mild,Badulla
2012-03-05,23.4,71,0.5,Light Rain,Light,Badulla
2012-03-06,22.8,78,0.3,Light Rain,Light,Badulla
2012-03-07,23.5,77,3.8,Moderate Rain,Moderate,Badulla
2012-03-08,23.6,68,0.0,Dry,Mild,Badulla
2012-03-09,23.7,71,0.0,Dry,Mild,Badulla
2012-03-10,23.7,74,0.1,Light Rain,Light,Badulla
2012-03-11,22.8,74,0.0,Dry,Mild,Badulla
2012-03-12,23.1,73,0.0,Dry,Mild,Badulla
2012-03-13,22.8,82,2.6,Moderate Rain,Moderate,Badulla
2012-03-14,23.0,84,4.2,Moderate Rain,Moderate,Badulla
2012-03-15,23.0,85,4.4,Moderate Rain,Moderate,Badulla
2012-03-16,23.2,83,9.7,Heavy Rain,Heavy,Badulla
2012-03-17,23.5,82,4.2,Moderate Rain,Moderate,Badulla
2012-03-18,24.0,76,0.0,Dry,Mild,Badulla
2012-03-19,23.8,70,1.3,Light Rain,Light,Badulla
2012-03-20,23.5,66,0.2,Light Rain,Light,Badulla
2012-03-21,24.2,62,0.0,Dry,Mild,Badulla
2012-03-22,24.0,66,0.0,Dry,Mild,Badulla
2012-03-23,24.5,66,0.0,Dry,Mild,Badulla
2012-03-24,24.4,63,0.0,Dry,Mild,Badulla
2012-03-25,23.5,57,0.0,Dry,Mild,Badulla
2012-03-26,23.6,62,0.0,Dry,Mild,Badulla
2012-03-27,23.7,71,0.6,Light Rain,Light,Badulla
2012-03-28,24.3,75,12.1,Heavy Rain,Heavy,Badulla
2012-03-29,23.5,80,22.1,Very Heavy Rain,Extreme,Badulla
2012-03-30,23.4,82,25.2,Very Heavy Rain,Extreme,Badulla
2012-03-31,23.6,78,5.6,Moderate Rain,Moderate,Badulla
2012-04-01,23.1,81,4.1,Moderate Rain,Moderate,Badulla
2012-04-02,22.7,83,15.7,Very Heavy Rain,Extreme,Badulla
2012-04-03,23.2,80,21.3,Very Heavy Rain,Extreme,Badulla
2012-04-04,23.4,80,15.3,Very Heavy Rain,Extreme,Badulla
2012-04-05,23.9,79,7.3,Moderate Rain,Moderate,Badulla
2012-04-06,23.3,83,16.7,Very Heavy Rain,Extreme,Badulla
2012-04-07,23.4,82,5.3,Moderate Rain,Moderate,Badulla
2012-04-08,23.5,81,8.7,Heavy Rain,Heavy,Badulla
2012-04-09,23.0,84,12.2,Heavy Rain,Heavy,Badulla
2012-04-10,22.8,84,9.3,Heavy Rain,Heavy,Badulla
2012-04-11,22.9,86,6.9,Moderate Rain,Moderate,Badulla
2012-04-12,23.5,83,8.1,Heavy Rain,Heavy,Badulla
2012-04-13,23.9,78,1.9,Light Rain,Light,Badulla
2012-04-14,23.5,81,5.3,Moderate Rain,Moderate,Badulla
2012-04-15,22.8,86,6.6,Moderate Rain,Moderate,Badulla
2012-04-16,23.4,85,20.8,Very Heavy Rain,Extreme,Badulla
2012-04-17,23.9,83,10.4,Heavy Rain,Heavy,Badulla
2012-04-18,24.0,83,6.5,Moderate Rain,Moderate,Badulla
2012-04-19,24.0,80,3.6,Moderate Rain,Moderate,Badulla
2012-04-20,23.4,79,9.7,Heavy Rain,Heavy,Badulla
2012-04-21,24.4,71,3.1,Moderate Rain,Moderate,Badulla
2012-04-22,23.7,81,9.8,Heavy Rain,Heavy,Badulla
2012-04-23,23.9,84,15.4,Very Heavy Rain,Extreme,Badulla
2012-04-24,23.6,86,6.9,Moderate Rain,Moderate,Badulla
2012-04-25,23.5,86,0.5,Light Rain,Light,Badulla
2012-04-26,23.5,87,0.3,Light Rain,Light,Badulla
2012-04-27,23.8,83,0.7,Light Rain,Light,Badulla
2012-04-28,24.4,79,0.0,Dry,Mild,Badulla
2012-04-29,23.8,83,3.1,Moderate Rain,Moderate,Badulla
2012-04-30,24.4,85,1.6,Light Rain,Light,Badulla
2012-05-01,24.7,76,0.0,Dry,Mild,Badulla
